Age,Income,LoanAmount,CreditScore,YearsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Default
68,56535,47730,402,8,3,13.277079186834767,60,30.520375448647602,1
62,74873,17820,327,27,7,20.817141148916193,36,34.94827367053823,1
32,50858,23469,807,9,2,22.522657059556888,36,31.017864138752525,1
33,26873,47676,433,34,9,24.450032274480265,60,18.956401558238017,1
24,87941,37425,358,6,2,10.931481259092717,36,4.524720783635611,1
59,58743,1735,389,24,5,16.285808484802168,36,42.76725739783012,1
22,61797,8214,369,29,0,21.192744414732953,36,42.30041099440569,1
46,49044,24968,484,25,9,14.93481635575611,60,0.2839531267568751,1
47,53490,45624,737,11,5,13.429846663642683,60,42.04327488100091,1
47,44872,37862,773,12,14,15.796539745622336,36,7.549440303734284,1
35,63555,5728,467,39,10,11.172640484246983,36,16.643130153196832,1
28,42838,37497,423,3,8,7.629636023077356,60,20.66743208515751,1
27,57340,8241,512,0,2,4.932568938312531,60,33.98154244391024,1
67,64541,18460,481,5,1,16.614586435614658,60,4.620774263652589,1
66,68689,11472,370,1,2,11.651388771862878,60,41.332279460673064,1
60,65479,35598,494,26,11,22.483489569934545,36,47.13738931435022,1
32,34646,43858,591,17,2,8.293622350700396,60,47.63479343156699,1
33,73591,18057,356,28,1,10.180300475191611,60,4.591900075947558,1
63,59963,15432,599,32,12,24.365884078878555,60,45.96901267851237,1
37,54583,34663,617,2,10,15.460260901373024,60,28.39144485207538,0
37,56313,19953,670,19,3,10.955190421260326,60,36.34642812916768,1
56,47624,18297,382,3,7,22.00922796188262,36,46.52983532496227,1
41,43000,41041,393,17,6,19.482564425008658,60,33.04977282957143,1
28,44472,7696,566,7,9,15.822573079192491,60,22.83697228396495,0
25,69321,30347,675,21,8,22.615643354466734,60,26.255591668481028,1
46,51215,22249,460,21,7,5.5201727747637,36,34.22517395195735,1
36,54225,20657,801,18,12,11.981619785893033,36,47.2349450627933,0
56,50902,23960,676,27,6,20.92682723225305,60,44.49043490312046,1
48,39981,48810,411,1,5,11.797774370777724,36,28.853362765799584,1
49,17797,48668,578,8,2,23.424835325377586,60,10.550513453896654,1
67,61530,46202,732,34,9,6.779204253028663,36,17.33645623423129,1
32,59941,18906,541,21,3,10.73770208401535,60,18.09037491299639,1
57,49828,41245,521,25,7,12.653465086210232,60,14.458701699266275,1
50,33646,3802,585,33,11,18.269684854804243,60,37.33727920508301,1
43,77312,36890,303,6,1,7.700013864981952,36,41.799380081400045,1
36,44882,46550,619,29,14,3.7120724606676085,60,15.991544708824673,1
34,53723,36224,620,24,11,24.494950255025362,60,42.306299327412255,1
30,39452,19033,307,8,5,22.82327762626079,36,36.721870393982975,1
27,29754,36088,351,26,14,9.954774835836798,36,22.055823981726885,1
65,58844,44465,441,0,12,13.894838057422149,60,34.933151495544394,1
57,27487,18527,579,32,0,14.01178452332129,60,38.46691556421398,1
49,53435,12964,387,7,6,22.188349445964636,36,28.051555213492673,1
23,53479,42005,459,31,3,16.336793034653077,36,22.155669463823635,1
35,33203,20698,327,39,11,21.268266989294204,36,5.085722346097393,1
56,30553,5406,827,18,0,23.107874253918556,36,0.0684835559740693,0
67,38443,30002,571,35,4,15.667992331820852,36,46.86256552913208,1
66,40586,29682,399,21,4,9.637873056382174,36,13.374238955574958,1
39,27053,8591,503,38,12,14.22221782562405,60,33.14920102917421,1
33,33122,4119,489,25,5,21.793696587569958,60,47.168057925065135,1
62,51138,22873,845,2,14,16.047812249562497,60,40.91456391895409,0
41,79844,37279,593,8,11,22.758020994784456,36,6.1291402124687195,1
57,65114,37596,643,34,7,22.751874199562597,60,40.095622522267064,1
47,52407,17949,352,6,14,11.527231830996268,36,36.3196549488006,1
49,66925,8651,346,14,3,13.134448755315681,60,16.469855134361588,1
40,67331,27896,721,3,12,18.07514584518085,60,34.480089917533604,1
45,45425,32660,764,36,11,5.8878857870792825,36,41.29436128249225,0
26,53868,42860,728,27,6,13.509480174933254,60,14.571095443486225,1
56,64668,11370,696,8,10,6.711787070577496,60,43.451463734039905,0
22,66717,45552,493,34,14,21.731057958716878,60,3.9407192032037797,1
42,66861,36539,365,24,3,23.7698652615046,60,26.37272271156278,1
52,34594,7777,775,8,13,6.543300823926359,36,11.660982823027465,0
36,67625,1113,325,32,12,17.847840646011626,36,36.40052472675384,1
38,77871,1531,398,16,14,17.18567942561807,60,8.743299571415141,1
25,72401,10714,775,11,1,19.84160822224523,36,17.072689458603957,0
56,33717,4410,381,8,7,18.459262536749428,36,6.369287839735732,1
50,29945,10236,697,4,4,8.168274259281025,36,40.5957369477755,1
65,56978,25608,692,25,9,9.761072066274416,60,6.613739199562241,1
39,72122,9324,343,18,3,7.052492636864279,60,36.15758029938667,1
43,53392,12159,777,34,11,23.304595979825997,36,35.36151089786169,0
54,46475,35494,390,1,13,14.719204500058169,60,7.118419358079919,1
33,48647,41985,628,6,1,24.487464769739894,60,28.302553817586407,1
63,65307,33107,713,8,6,13.160419805806109,36,24.84396591562516,1
49,45175,36416,409,21,4,15.3835481817201,60,29.725228449123776,1
56,57214,32835,518,32,8,20.469819322924206,36,46.86138162567692,1
42,48044,46600,762,15,6,20.640308686172293,36,4.026851121767594,0
67,36674,10453,814,23,8,8.469716234427068,60,41.02518651861734,0
56,35499,35833,556,7,12,9.698081621790083,60,43.10537309737084,1
29,57879,28921,492,29,11,5.6028470072720875,60,6.313704516461316,1
59,15000,1933,369,25,9,20.81748678386928,60,32.80530691795863,1
39,57188,32008,758,34,14,20.56802271640686,60,35.1061573944571,0
58,47440,2050,681,16,9,5.247064375409979,36,27.433314125910037,0
26,64191,26392,793,37,12,9.034800699729082,36,25.14649791461657,0
67,59021,33177,396,9,4,13.17214071706769,36,15.89092130626229,1
35,50669,40884,523,16,10,15.14824728703264,36,34.45407931314507,1
40,33989,23851,580,6,5,14.734700709868342,60,14.277332902781408,1
29,34801,12106,632,1,7,24.63611868542392,60,23.0011593518552,1
52,40325,7878,704,10,9,19.928697170826755,60,42.86845836585158,1
24,63028,1792,795,2,5,5.933538177769908,60,4.477000655312868,0
38,76530,12367,485,19,10,9.810301125733455,36,26.418512848446014,1
25,54948,39731,337,12,3,10.926685587906402,60,24.303703026049998,1
40,41161,10547,787,22,1,10.275683450191593,60,18.92406990434761,0
43,42724,35153,805,16,5,20.397831614219516,60,29.87648464191454,1
31,43414,29568,788,28,12,11.252067205864508,60,0.781325085322826,1
57,65601,43331,356,38,12,14.08717446040296,36,24.623478747509793,1
42,43121,25307,811,31,11,14.969264608617733,60,24.28452702158797,0
24,49344,5138,547,34,13,9.314108975698623,36,25.805614582115382,1
49,70171,48112,403,34,13,10.437959630776598,60,10.622012815856769,1
64,41487,8693,359,33,8,20.26994772964576,36,10.379825028547101,1
54,58355,12394,537,20,7,22.13368372398858,36,32.360127913119555,1
33,63506,24876,670,15,2,4.29722220819429,60,4.636375294498696,0
62,50951,40095,325,22,4,16.510823048069597,60,15.296076128887792,1
29,79311,4353,692,10,5,17.118863503147164,36,41.54079632677938,1
62,74981,47132,409,13,6,19.352147833271893,60,5.188188540660748,1
51,53946,16205,691,2,1,18.417705624056424,36,23.403299467633857,1
27,37942,5628,553,6,5,22.364626560011416,36,33.431537389726515,1
24,38651,30990,396,39,1,5.187154713409736,36,7.082218052384293,1
39,53189,39095,837,10,7,11.850003128388597,60,15.623143202324735,0
62,33649,28623,403,32,6,20.31492313501372,36,27.93780903991136,1
50,54034,48049,795,18,1,21.70147025644682,60,16.361392744837154,1
51,75321,22433,513,22,3,9.192521423034151,36,5.496888895888896,1
55,50937,11058,412,22,6,16.083606946863053,60,11.620318104569948,1
41,49715,27524,611,28,8,7.386447832912554,36,5.470767250749825,1
51,62797,13093,400,5,2,21.794228521758868,60,49.177785652290105,1
39,57872,17684,383,38,9,19.204248204597327,36,11.782430190653342,1
51,32775,29698,601,4,9,8.274399198481468,60,26.527698531519018,1
52,43171,49755,516,31,7,16.91112278553517,36,21.426095498419667,1
22,78409,19984,840,39,12,14.450388083968578,60,28.475679820799765,0
30,54881,15907,391,25,8,9.064774721150343,60,24.90455559934009,1
22,34903,13921,751,13,12,22.702135931807298,36,36.35809203342261,1
22,47122,21402,370,17,7,6.67854490043893,60,43.65069485240937,1
44,23261,47794,824,20,3,13.550385756946678,60,14.264969364483449,1
37,22137,4082,700,24,3,16.0301631199966,36,9.180338276215794,1
52,64734,8074,380,19,10,21.206231396031704,60,49.21699238404506,1
36,49932,30330,399,23,6,6.728868115903046,60,43.303622996764865,1
36,57783,18623,517,2,3,16.597254076266886,60,18.195914314814125,1
66,67368,44328,424,21,14,3.6410344937393235,60,44.73934032864896,1
59,55092,1459,500,7,10,21.185498256040272,36,33.5273155676507,1
51,60996,3801,301,28,12,8.54674765655905,60,21.871032000536907,1
63,53859,29831,319,6,9,18.99967924994744,60,43.67109759730257,1
44,69295,17847,479,5,9,16.44037246983845,36,33.76413593165989,1
21,76601,1997,708,5,6,4.577738733590713,36,41.32256114286432,0
31,52993,23025,361,11,8,7.439445345534844,60,20.887987152615178,1
41,52364,33379,572,21,11,9.256424961585958,60,39.935772639191114,1
24,54802,7384,309,25,8,22.564645291771605,36,18.34634695970296,1
27,48417,14223,839,24,8,13.837272856461341,60,36.75395432503584,1
46,43995,49067,759,18,9,23.14031918926409,36,21.7765270923124,1
67,65725,12198,360,35,11,4.520172861641694,60,20.25973024088725,1
32,44016,35446,357,34,9,3.641123284896527,36,39.831647443576365,1
51,43150,34632,599,12,14,23.88730234516449,36,6.2518390771963865,1
37,63475,10382,796,24,5,19.064213494066884,36,46.410451074529654,0
53,64626,25120,638,31,0,20.341311161593538,60,25.43403661530908,1
31,85002,36465,551,29,11,23.189820703186086,36,31.803719937051223,1
48,68294,27950,706,20,7,24.66758188441766,60,20.263074642997715,1
52,62405,45875,555,39,13,5.600811610107351,36,32.293732473963324,1
21,64570,30968,680,7,13,6.903263898625279,60,35.492572490493444,1
67,47781,3926,444,6,5,7.554329152506946,60,43.42386677485027,1
48,58433,16735,640,2,6,21.095979663888972,60,42.7189357293704,1
62,59144,15223,702,36,1,11.144323133783821,60,17.89073500201982,1
27,41868,41310,587,2,2,16.255336115508115,60,30.792643548655217,1
22,49265,38197,513,17,5,21.887271108031836,60,39.02886491964887,1
62,64285,16362,831,8,2,18.18793655472182,36,38.243174505094125,0
44,49722,47699,847,23,4,4.90643097043023,60,44.54657244477814,1
24,59173,40986,510,6,12,13.081987919583703,60,41.59717697652569,1
64,63451,24409,470,32,3,4.951251109556697,36,35.89279631105885,1
39,62752,3397,837,24,4,13.795136210739521,36,37.442761745726365,0
46,75959,15451,562,33,7,8.215008380949513,60,40.37218782107545,1
31,41280,6814,689,37,14,3.5281262897895824,36,41.894425532618264,1
60,74637,23888,720,20,3,20.982763523528966,36,17.63345143683988,1
63,57114,8522,361,37,8,24.34173115466148,36,39.09053669180985,1
31,62510,23169,385,39,2,24.228852658074683,60,47.460449315369914,1
65,60454,21382,790,17,11,9.93248166591146,36,11.648169413556692,0
23,59695,16588,359,38,6,21.31863261635113,60,2.411747919926782,1
32,40439,46127,776,32,6,18.093703380420727,36,3.6198145729704976,0
23,61959,16762,619,27,0,20.701642391435733,60,10.835909018688788,1
62,28417,16577,351,24,2,21.69411803764433,36,45.9895183305198,1
47,81428,21931,376,13,9,24.575992889603643,60,6.339804194174736,1
69,55727,10970,418,19,0,6.762187209841457,60,37.38015221779092,1
22,67399,40278,481,38,7,20.04953951566249,36,43.35219155594523,1
69,60227,21045,805,19,9,19.284302487763092,36,43.87605109418783,0
36,50548,48773,452,6,4,9.686320510303124,60,20.83742924556124,1
22,41888,16919,317,3,14,11.940632449774142,60,24.76308674911541,1
50,39044,45329,363,30,3,7.300298025001599,36,16.162442783220943,1
40,61690,28671,796,29,2,23.13537365134399,36,7.367219493840532,0
58,60904,11349,378,36,6,22.405718083184336,36,10.608563743670768,1
48,58376,7058,358,20,7,16.701752813930568,36,6.739257103600132,1
45,48233,45321,710,0,7,14.50004499752119,36,20.37611340836379,1
52,56198,4515,360,2,12,8.507099748244148,36,8.517279169943242,1
30,43657,4330,766,12,0,20.4764764761443,36,20.17003813236218,0
62,39787,35442,378,6,6,3.6764056148884303,36,42.55945643699999,1
60,45840,44825,787,5,4,13.449913868799035,60,32.72578140885255,0
53,46500,18745,543,5,1,22.00185030821667,36,33.13758900478225,1
33,71963,9978,507,33,7,16.79743469030419,60,40.59330386437645,1
61,29524,17939,386,31,14,17.15514109379002,36,2.0596753653485624,1
62,49504,16264,338,15,1,5.0202096508180505,36,39.725544738852676,1
67,59485,27615,475,37,5,9.664151683086962,36,9.817442107063812,1
57,79783,33165,777,7,11,17.988037420317912,36,17.29634523013962,0
36,40888,48362,319,20,4,4.566771976941279,60,15.402141177700928,1
65,33261,43722,520,10,5,10.615118699941142,36,5.282777395261795,1
42,60844,35880,574,22,10,11.109808116537192,60,8.685496048386115,1
40,52472,19594,453,5,9,14.222445364236235,60,47.817359844658576,1
63,46688,16523,762,14,7,11.29106792627027,36,30.013612839940418,0
47,56564,2701,708,10,8,13.263527055473919,60,23.698588064723676,1
61,62927,33758,550,26,12,15.260442948580458,60,37.88973912623085,1
36,61055,36480,511,14,2,6.259478593035547,60,40.68696878556386,1
54,54525,27983,777,37,2,7.380221415490937,60,5.513142695277335,0
52,69752,36084,718,3,6,21.398986378647074,60,37.04527077320524,1
46,52960,48427,471,13,2,13.385010763100649,60,46.61982692441045,1
45,50646,40237,806,9,10,11.135769587698537,60,29.27180408845952,1
22,60708,35378,502,28,13,12.828452554906102,60,30.70784757439985,1
32,31092,21736,791,11,9,7.258598885457914,60,43.5203645051154,0
60,59236,7343,594,39,11,8.656715977180877,60,33.974127969593184,0
29,45451,16797,756,19,4,14.58375616518049,36,49.76337558313417,1
32,30050,43087,445,36,9,11.216919670481484,60,14.134681801155152,1
46,56377,22875,537,1,14,13.722306214612042,36,42.27402889671699,1
29,43125,42864,723,19,3,6.718650465663096,36,30.620461043859187,1
30,25782,42123,591,11,10,6.864069144945184,36,18.286777029298534,1
52,36932,10328,455,37,8,11.754774922101532,60,44.15298352954489,1
54,75344,38478,649,29,10,11.64543910295103,60,49.81231280549993,1
68,41649,3025,741,17,11,22.491645385782917,36,2.8924684412734383,0
40,54844,1105,542,9,7,4.2192046858845735,60,46.27613783331467,1
59,33738,30370,506,6,11,24.846391995529682,60,10.155550131370994,1
22,81513,21843,727,4,8,24.065245773369792,36,10.259401095324955,0
21,51040,20476,557,28,5,15.158395439146926,36,2.0878045968802827,1
56,39739,43981,334,34,1,18.953291882033085,36,46.10938669608294,1
44,63276,43112,428,38,7,23.607975135857522,36,37.96990194741858,1
47,80752,49610,729,11,13,8.900668975852124,36,2.6724593602980073,1
22,43876,1698,618,9,0,10.286058073378332,60,31.67676047010329,1
51,39439,29443,394,36,10,5.88488069305949,36,6.006721970921369,1
34,84427,45230,519,1,4,15.622691522488672,60,37.57026107261044,1
22,48159,42706,600,2,1,6.928140076916239,36,20.452692147721528,1
49,46450,39839,484,13,12,23.51371825254312,60,2.5888416814814796,1
35,17834,23123,336,19,6,12.778687212777905,36,41.470372452436685,1
32,49495,42920,699,3,4,23.27326461331453,60,28.62066373766943,1
57,29660,20875,441,25,9,7.909647885132591,60,38.643408931831196,1
48,41598,4297,433,14,2,18.421784201456123,36,33.72654255334664,1
40,19785,1208,744,8,13,17.423229678153056,36,21.71980873525467,0
59,68527,20700,587,2,6,12.093027129692812,36,34.93332297675305,1
44,28000,22791,557,1,11,22.81437723277741,36,0.7376730456779668,1
41,20888,8233,338,38,2,12.84824409482851,36,16.986877949101213,1
30,36376,2891,604,29,5,7.766256404987124,36,38.89266980134638,0
66,68710,48594,582,36,3,24.505185694645363,36,38.15309534068477,1
34,43325,37274,825,16,11,12.991850164469014,60,44.37046836048266,1
57,45331,3039,706,2,9,7.973569020071299,60,30.552276017910373,0
38,57176,20673,658,8,1,11.318102200350715,60,47.109840104710194,1
44,47725,43412,677,7,8,16.69045331554952,60,27.88561033080135,1
34,68569,40413,768,8,5,14.508592015644508,36,25.02270033537897,0
54,46405,29436,580,16,14,17.15501599085074,36,9.86083044803578,1
32,46651,35385,310,23,4,17.72993148814726,60,38.941820958733665,1
42,83962,9186,485,7,12,6.152692181826014,60,34.60285774355016,0
26,50827,1434,848,13,4,10.270026725430881,60,23.03803423307209,0
56,53458,11519,308,15,7,19.59707130194776,60,4.35543740523876,1
65,46843,19030,327,17,4,17.482895856799395,36,6.285119039227228,1
56,15000,12355,763,23,7,5.399489241760754,36,5.723059797711305,0
42,63093,15328,810,38,7,10.2756730882036,36,18.7799654044598,0
34,74907,6258,801,26,0,23.523426211450992,36,7.948878702340101,0
36,68835,46722,517,27,3,22.033272101493992,60,43.04210496316033,1
56,41628,8190,728,6,8,17.91882133045973,60,44.96730602413326,1
45,47401,23479,302,33,13,5.0665721415332605,60,42.83845323128454,1
52,55237,21827,486,26,14,16.551686511635957,60,30.442746921766332,1
53,54709,49364,342,33,1,3.762044834551791,60,29.817769923835403,1
65,60214,46238,710,38,10,17.714217711148407,60,44.546204323791386,1
56,53045,11747,489,18,3,19.221048303640934,36,20.315408033190273,1
40,44580,31917,341,5,3,14.190737821496587,60,3.1172159595442226,1
38,52054,31377,396,29,0,3.5818428546219008,36,23.519657855758396,1
58,64981,45956,816,27,9,17.83211754568361,60,27.685523131552532,0
23,93744,41481,435,11,9,21.12441183908658,36,27.472607249008952,1
43,42515,34148,809,14,13,16.096150561595216,60,7.950203975554154,0
52,53393,42784,818,38,6,18.747746351732808,36,39.17064866642935,1
65,44550,24557,336,38,11,5.441909225426655,36,36.598345463562445,1
36,54613,45335,816,14,0,18.87941981103796,36,11.492646686540247,0
25,64634,35405,357,35,4,16.70514868389473,36,27.5614639863591,1
24,46878,13479,454,2,7,10.616924088162943,60,39.51641043434259,1
41,19309,24927,412,0,3,18.234680899053515,36,0.38423114870886343,1
60,65428,34292,759,6,4,17.38003197180253,60,13.757740339527608,0
34,51956,20491,741,8,10,16.388395159976657,60,23.601893387668728,0
59,44869,2093,527,0,9,7.433326171303088,60,42.25158001120285,1
51,41520,32008,421,4,11,9.868767082312146,36,39.9483634935284,1
34,54668,1104,656,35,2,24.814729592963303,60,7.5496261973929615,1
26,39561,19123,567,9,4,12.81184724232482,60,23.137094687276484,1
32,41314,27936,784,1,11,4.777670256431125,60,15.231835458686344,0
36,31270,19060,303,22,2,22.828614182497297,60,20.07168297844596,1
37,39764,25288,777,38,3,7.218039879636788,60,27.03124058986703,0
65,59462,44314,420,28,10,12.175676118475923,60,24.96702820770647,1
43,29282,25411,785,18,2,9.476976639411433,60,7.078731971665681,1
34,67281,38684,518,37,4,24.223322242977904,60,6.0844061354233485,1
27,32315,46091,577,19,1,11.629119446560647,36,6.513445342154867,0
66,52249,14336,556,11,8,18.737414724072636,36,42.06441414707766,1
52,57274,38924,603,10,2,16.365233896539504,36,0.9967677445270662,1
35,62369,12626,342,34,9,4.423966189439852,36,10.12023167956802,1
64,62373,4501,829,6,13,11.76276558774299,60,47.79458890588416,0
37,48739,17850,449,22,0,11.885472196036803,36,3.3010666616464066,1
61,47426,36712,309,16,4,24.781416496197,36,1.8160723906088083,1
67,58948,21678,511,1,3,20.95646707275883,60,19.36646623712569,1
64,54170,16905,559,4,1,21.918066936612718,60,7.56002814100642,1
54,44812,2591,681,20,14,10.240705155455256,36,28.288177502892797,0
25,55564,14522,688,12,11,10.574674224936805,36,16.929048795884665,0
65,47493,17153,635,10,11,14.585522731369243,36,10.448470630787993,0
47,40991,37840,304,23,7,17.066825353661365,36,49.93008582358847,1
43,44324,4572,382,32,8,19.15830999447321,36,17.055206123133555,1
60,57296,39746,305,26,5,21.147239899403043,60,32.05032243197912,1
34,36078,34061,451,34,7,22.273847715821915,36,43.70565199027981,1
35,66595,26497,480,17,1,4.029457082931879,36,46.11935765991888,1
63,41640,23242,466,20,10,20.616061485616573,36,20.5063651639463,1
53,16101,2338,769,3,5,16.632995280550226,60,48.80781289830261,0
51,58288,17151,377,31,0,14.939822758550598,36,36.228265919926216,1
55,15000,27990,711,10,9,17.012026242454173,36,29.163787565818538,1
37,34821,16380,680,2,2,22.46167228403755,36,34.663966635580316,1
48,86336,32035,612,20,14,15.223754227612629,36,18.006888657253526,1
39,65899,46813,694,13,6,6.987042126827795,60,21.22026918531686,0
66,64660,27117,842,5,11,12.89070872919981,36,29.313452688118037,0
43,33217,3498,303,28,12,23.375879971523045,36,16.341706471353802,1
52,47200,48881,408,30,12,21.011400773505972,36,38.440587077770395,1
60,68621,26483,392,27,0,7.865480430421019,36,12.554340031395922,1
33,59594,6728,398,35,5,18.854090641618804,60,39.84027549044071,1
40,67037,19877,491,27,6,9.008874512018478,60,7.607866889219167,1
55,76723,27703,632,18,2,10.993545435290976,36,10.86954338858422,1
25,59901,4088,511,2,10,13.581723325479794,60,37.654696026563144,1
29,31539,40049,506,11,7,12.978696999004873,60,13.157078051908766,1
49,58975,24179,655,35,7,4.129516273623102,36,39.769712595398346,1
26,46467,48954,552,23,4,20.141198337073558,36,39.193499832805436,1
45,30637,23011,495,11,10,21.6972988746216,36,12.865061961129975,1
51,63418,13839,561,23,1,14.915279653105578,36,3.6540508063976853,1
42,68031,24625,621,0,1,7.218448281671431,36,8.3180290642839,0
22,48591,19481,719,27,4,8.830667547934897,36,37.6263364233808,0
65,54807,32753,797,15,3,6.216185531321677,60,42.3497102747284,1
25,18909,20558,631,20,11,7.1443844681606485,60,19.15277560404031,1
47,66856,17771,595,29,3,22.34254396626116,36,8.210941562012897,1
45,61898,32104,535,33,4,13.82350000456491,60,3.7734874695380674,1
28,53753,34066,306,25,0,5.886789558790813,60,10.790801259605498,1
21,31213,45420,833,34,14,8.97702313275677,60,48.98424304728956,1
40,25334,5061,371,30,6,23.914280448947068,36,8.51365083152289,1
64,80398,34241,799,15,2,14.449212337994394,60,4.308350265972949,0
43,35006,17161,438,28,9,14.586137370894365,60,39.27367614669951,1
52,52012,6057,685,28,13,14.80136457173372,60,30.77057477082817,1
31,35469,46847,841,8,14,5.899761508914083,36,26.741067538615336,1
59,15666,45173,623,13,9,24.36174366120393,60,22.392627597835045,1
67,56720,49936,372,7,13,5.316443567986611,60,35.09206437570431,1
44,59057,6289,688,1,7,18.550826053378312,36,34.917749680675634,0
31,24968,42408,537,10,8,4.741943607585991,36,21.22129535897148,1
49,66624,3221,621,1,7,13.037223063998304,36,11.71139225156958,1
46,42100,43942,640,17,10,22.84308286963281,36,42.063172801354085,1
36,33761,22635,604,4,11,20.021557661277804,60,8.231115130039257,1
55,32777,20026,307,6,13,10.69553446511388,60,26.700315676292785,1
40,63068,8075,506,22,1,15.353976967849736,60,34.63370577740613,1
66,21143,23378,710,18,14,7.053405095792071,60,31.943848249828495,1
23,31367,36084,557,18,6,24.056585147629715,60,30.939716526842208,1
21,56473,14681,345,18,11,18.73656289059627,36,33.12530975730327,1
67,54480,48721,425,39,3,11.547315860998332,36,43.78274582377754,1
21,34670,32584,320,27,12,10.335593795816978,60,18.269628549319904,1
37,69295,32245,469,10,4,8.63073311543853,60,31.371825332798664,1
22,33304,5983,843,10,10,20.410170308952495,36,34.848334039110796,0
49,46871,33249,715,8,9,12.84420638384534,60,29.51632767700918,1
40,44886,32391,754,13,4,10.59967025245513,60,45.15013210735512,1
26,44944,31897,505,33,10,22.962267561364676,60,32.738938090896966,1
28,47070,41602,632,28,8,6.729685872786402,60,21.221453890830126,1
49,46622,21002,320,20,11,9.172463122374872,60,42.2793550572103,1
68,46437,11498,364,4,1,10.912462818316778,60,24.478399882300593,1
53,47271,4206,387,32,1,9.086806939291087,60,26.50816369521874,1
23,66280,49588,778,8,2,16.08616538625376,36,29.11397520111258,0
55,46513,43472,342,2,4,16.422168897313007,36,16.139234356895177,1
25,60379,13930,440,13,11,4.677102908397749,60,36.12699162975396,1
47,52230,11320,673,17,3,6.607374877393721,36,4.906309355663674,0
64,55493,29014,815,11,9,7.7683682621559145,36,43.44246007957482,0
32,61668,38946,799,22,9,5.012053473072934,60,37.72688761275943,1
40,32895,32817,578,13,11,6.182382769935231,36,17.681590097298184,1
65,59410,39126,625,15,8,8.652504863190885,36,11.319655251360189,1
40,46817,27752,717,36,2,10.930843058837034,60,19.394897276568372,1
29,35584,5507,607,19,0,20.513143759345187,36,40.25262887409567,1
59,61636,24925,606,19,4,8.184959196120484,60,1.5785396571198929,1
24,43619,37276,769,14,7,17.90555537603199,36,23.396212844612606,1
39,55662,24689,483,24,0,4.744441921071574,36,12.705510643544333,1
58,15000,46670,590,16,0,17.652179915530425,60,43.74756999600066,1
47,60891,16238,548,11,12,20.586462921586964,60,20.692078694758,1
65,88851,25807,623,38,5,16.503370900159545,60,34.894916394030616,1
63,49885,40522,742,6,14,7.829934243059995,60,17.89462451665772,1
33,46046,9921,358,7,6,10.60377229804173,60,16.484983408554104,1
33,43080,12204,568,23,13,20.811399000517135,36,16.293643708458124,1
42,58333,39284,617,24,7,12.787395688562006,36,33.90873055829796,1
48,45438,39567,393,20,7,8.987544930460011,60,48.21204467862432,1
67,59713,36697,553,32,2,23.55286803637409,60,10.407237694891492,1
65,75836,47653,759,9,14,17.2031294171277,60,32.19506173333267,0
42,62615,25893,814,21,3,20.822866276786726,36,13.27172162805903,0
63,47380,2530,832,18,8,4.026790525485546,36,27.467502617067378,0
39,33267,32241,403,28,10,10.795736538006645,60,27.079942533357794,1
28,43876,25297,701,2,4,13.366283401234435,36,22.502300968103444,0
28,47589,10302,632,38,14,16.129563413918902,36,24.9322073751077,1
62,30221,49906,392,3,13,7.5843955591078185,36,44.01155740732189,1
46,66304,1715,841,36,10,14.20600138346245,60,4.430226259716652,0
68,58536,10533,736,30,13,18.240945405328283,60,41.51415705110781,0
46,34271,41295,309,5,8,10.936335218878519,60,23.115666564301907,1
43,23311,8223,755,27,11,18.366007365318268,60,16.67970178499742,0
63,60767,14421,714,9,4,11.877561867994572,36,8.857298721953178,0
33,25349,28696,817,11,4,13.593463150993152,36,40.74032292949839,1
48,51258,15066,674,1,8,6.387297362303732,60,29.602111576806,0
29,43857,45047,830,2,5,17.502403170328794,36,36.41878604533922,1
40,61999,22576,823,0,2,8.3219272925025,60,15.748162828248125,0
39,62173,17585,672,34,11,21.320277774512487,60,19.647963114588833,0
68,37680,3140,738,23,4,15.399032477509575,60,45.68218644126,0
59,63319,43016,494,33,0,15.5455201167269,36,48.05911427186909,1
32,45658,37439,564,19,8,23.118245231894736,60,36.99210894831369,1
35,50284,42378,806,15,9,7.0991582931539545,36,37.47130076450149,1
51,50591,8370,725,29,13,14.900045574369823,36,34.72001385349687,0
34,83722,30516,398,38,9,11.717407724586584,60,29.360496807028692,1
31,48209,13022,329,24,10,24.275967614643058,36,29.753916496966898,1
46,24921,19328,590,4,6,20.543352007233082,60,48.19014451819838,1
62,39279,3929,786,28,0,19.78626858952466,60,37.54557633858098,0
47,61070,44727,705,36,13,7.888609156895827,60,32.76706480482165,1
31,45738,4383,327,27,10,8.602449785739658,36,9.453480143963006,1
58,50224,28432,445,22,10,4.127387788924319,60,48.85369873802784,1
54,43520,12111,587,31,3,17.2285102817628,60,26.014668486201693,1
63,15000,49338,551,17,1,11.472960709520889,36,47.18566148730904,1
39,38329,40778,461,34,2,10.208874929048157,36,35.67787687857544,1
26,48840,32899,409,23,3,17.19617134848446,36,2.004041964728487,1
66,23457,24161,697,27,11,21.31678372801572,36,26.949774987748153,1
58,32317,9823,570,35,13,6.360135238853646,36,44.634105930265385,1
69,44899,28432,487,20,1,23.251221258978315,60,2.589034275421503,1
62,45030,34089,831,4,9,4.236831425570686,60,43.33637751632481,0
48,55916,22053,575,25,0,5.544786315055381,36,30.66956461105008,1
21,45847,18447,546,22,10,21.51975499112245,36,2.226363101026868,1
